Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Equipe Dédiée),Custom field (Criticité),Custom field (Eng. Documentation),Custom field (Engagement DIAGNOSTIC),Custom field (Engagement CR),Custom field (Engagement TEST),Custom field (Eng. TEST Supplémentaire),Custom field (Eng. Vérification données),Custom field (Eng. Test P3),Custom field (Eng. Test P2),Custom field (Eng. Test P1),Custom field (Team),Σ Remaining Estimate,Σ Original Estimate,Custom field (Estimation Test),Remaining Estimate,Original estimate,Resolved,Custom field (Story point estimate),Custom field (Story Points),Custom field (Development),Custom field (Eng. Développement P1),Custom field (Eng. Développement P2),Custom field (Eng. Développement P3),Custom field (Engagement DÉVELOPPEMENT),Custom field (Provoqué Par),Custom field (Provoqué Par)Id,Custom field (Scope),Reporter,Reporter Id
Sub-task,AWA-13691,75561,Adaptation du script de suppression automatique afin de gérer les demandes de suppression provenant du Helpdesk et de l’application mobile,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En Attente de Revue,06/Mar/26 9:00 AM,équipe support et maintenance,,,,,,,,,,,,28800,28800,,28800,28800,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T15:02:52.768+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,320,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Bug,AWA-13690,75559,[Address Refactoring][Odyssey][Facture]L’action suivi facture recu par unité ne fonctionne pas correctement.,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Terminé,06/Mar/26 8:53 AM,équipe support et maintenance,🔴 Critique,,,0,0,,,,,,,900,900,,900,900,06/Mar/26 10:30 AM,,,{},,,,0,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Support,AWA-13689,75557,[PROD] [Algérie] Import Promo Happy Hour DZ du 09/03/2026,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,06/Mar/26 8:09 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,06/Mar/26 11:19 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T11:15:37.652+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Xray Test,AWA-13446,75117,[Address Refactoring][Odyssey] Test – Module Configurations des produits,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,05/Mar/26 10:34 AM,équipe support et maintenance,,,,,,,,,,,,14400,14400,,14400,14400,,,,{},,,,105,,,,Wael Dghaies,6149e14a72728e006f96a35e
Xray Test,AWA-13330,74646, [Address Refactoring][Odyssey] [Stock] [Bons de sortie] Vérification des actions principales du module Bons de sortie,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,05/Mar/26 9:47 AM,équipe support et maintenance,,,,,,,,,,,,3600,3600,30,3600,3600,,,,{},,,,,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Xray Test,AWA-13329,74645,[Address Refactoring][Odyssey][Facture]Effectuer le suivi sur facture (reçu),,,Validation En Cours,05/Mar/26 9:44 AM,équipe support et maintenance,,,,,,,,,,,,1800,1800,,1800,1800,,,,{},,,,,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-13328,74644,[Address Refactoring][Odyssey] [Stock] Bons d’entrée,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,05/Mar/26 9:41 AM,équipe support et maintenance,,,,,,,,,,,,5400,5400,30,5400,5400,,,,{},,,,,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Sub-task,AWA-13326,74642,"Suppression ancien architecture (table, colonne)",Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,05/Mar/26 9:24 AM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,06/Mar/26 8:57 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T08:21:45.853+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,0,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Xray Test,AWA-13325,74637,[Address Refactoring][Odyssey] Test – Module Gestion des produits,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,05/Mar/26 8:38 AM,équipe support et maintenance,,,,,,,,,,,,10800,10800,,10800,10800,,,,{},,,,123,,,,Wael Dghaies,6149e14a72728e006f96a35e
Support,AWA-13318,74629,Demande Support : Vider une adresse mail non vérifié du conseiller id 1120226,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,05/Mar/26 8:03 AM,équipe support et maintenance,,,,5,0,,,,,,,900,900,,900,900,05/Mar/26 10:22 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-05T09:53:56.043+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-13317,74530,[Address Refactoring][Odyssey][Facture]probleme dans l'Importation des bordereaux des factures ,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Terminé,05/Mar/26 12:07 AM,équipe support et maintenance,🔴 Critique,,,0,0,,,,,,,3600,3600,,3600,3600,06/Mar/26 10:13 AM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T08:21:44.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-13316,74497,[Address Refactoring][Odyssey] Vérifier la configuration de masquage pour tous les pays,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,04/Mar/26 2:50 PM,équipe support et maintenance,,,,,,,,,,,,7200,7200,,7200,7200,,,,{},,,,100,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Bug,AWA-13315,74496,[Refactoring Adresse][Facture avoir]La logique de retour et de blocage conseiller ne s'exécute jamais à cause d'une incompatibilité de type strict sur la valeur de la requête HTTP,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,04/Mar/26 2:42 PM,équipe support et maintenance,🔴 Critique,,,5,,,,,,,,1800,1800,,1800,1800,11/Mar/26 10:25 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-05T09:15:51.295+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Bug,AWA-13314,74495,[Address Refactoring][Odyssey][Facture]L’action suivi facture envoyée par unité ne fonctionne pas correctement.,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Terminé,04/Mar/26 2:40 PM,équipe support et maintenance,🔴 Critique,,,5,5,,,,,,,1800,1800,,1800,1800,06/Mar/26 10:28 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T09:38:25.253+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-13312,74493,[Address Refactoring][Odyssey] Test – Module Rapprochement,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,04/Mar/26 2:14 PM,équipe support et maintenance,,,,,,,,,,,,3600,3600,,3600,3600,,,,{},,,,49,,,,Wael Dghaies,6149e14a72728e006f96a35e
Xray Test,AWA-13080,73907,[Address Refactoring][Odyssey] - Testing l’enregistrement dans le journal d’audit lors de la configuration d’un bonus pour un conseiller,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,04/Mar/26 1:34 PM,équipe support et maintenance,,,,,,,,,,,,3600,3600,,3600,3600,,,,{},,,,60,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Xray Test,AWA-13078,73904,[Address Refactoring][Odyssey] Management of gratuities,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,04/Mar/26 1:28 PM,équipe support et maintenance,,,,,90,,,,,,,0,0,2h,0,0,,,,{},,,,,,,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Bug,AWA-12961,73434,[Address Refactoring][Odyssey] Store/Update address fails — undefined method AddressDataDTO::fromValidatedData(),Wael Dghaies,6149e14a72728e006f96a35e,Terminé,04/Mar/26 1:12 PM,équipe support et maintenance,🟡 Medium,,,3,,,,,,,,900,900,,900,900,05/Mar/26 8:27 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-04T13:22:21.971+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,,Wael Dghaies,6149e14a72728e006f96a35e
Bug,AWA-12959,73398,[Address Refactoring][Odyssey] Postal code configuration page crashes with COALESCE type mismatch error,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,04/Mar/26 12:25 PM,équipe support et maintenance,🟡 Medium,,,4,,,,,,,,900,900,,900,900,05/Mar/26 8:27 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-04T12:45:42.101+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,,Wael Dghaies,6149e14a72728e006f96a35e
Xray Test,AWA-12958,73365,[Address Refactoring][Odyssey] Test – Module Config codes postaux,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,04/Mar/26 12:01 PM,équipe support et maintenance,,,,,,,,,,,,3600,3600,,3600,3600,,,,{},,,,120,,,,Wael Dghaies,6149e14a72728e006f96a35e
Xray Test,AWA-12956,73266,[TC][Refactoring Adresse][odyssey][Facture avoir] Vérification de la fonctionnalité facture avoir,,,Terminé,04/Mar/26 8:36 AM,équipe support et maintenance,,,,,6h,,,,,,,,,,,,,,,{},,,,,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Xray Test,AWA-12955,73264,[Address Refactoring][Odyssey] Available Zip Codes,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,04/Mar/26 8:19 AM,équipe support et maintenance,,,,,,,,,,,,3600,3600,,3600,3600,,,,{},,,,60m,,,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Xray Test,AWA-12951,73160,[Address Refactoring][Odyssey] Admin Commandes masquées,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,03/Mar/26 11:10 PM,équipe support et maintenance,,,,,,,,,,,,18000,18000,300,18000,18000,,,,{},,,,,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Bug,AWA-12948,73029,"[Address Refactoring][Odyssey] Erreur PostgreSQL relation ""order_lines"" does not exist lors de l’action Pré-Validation Transporteur",Wael Dghaies,6149e14a72728e006f96a35e,Terminé,03/Mar/26 2:37 PM,équipe support et maintenance,🔴 Critique,,,5,,,,,,,,7200,7200,,7200,7200,04/Mar/26 11:37 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-04T10:15:46.395+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,150,,,,Wael Dghaies,6149e14a72728e006f96a35e
Bug,AWA-12947,72996,[Address Refactoring][Odyssey][Geography][Zone] Postal codes are duplicated when adding new pc to a zone,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,03/Mar/26 2:08 PM,équipe support et maintenance,🟡 Medium,,,5m,,,,,,,,14400,14400,,14400,14400,03/Mar/26 2:24 PM,,,{},,,,285,Wael Dghaies,6149e14a72728e006f96a35e,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Sub-task,AWA-12946,72995,Adaptation bonus box selon la nouvelle conception ,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,03/Mar/26 1:58 PM,équipe support et maintenance,,,,5,,,,,,,,21600,21600,,21600,21600,06/Mar/26 2:45 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-06T10:16:36.266+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,540,,,Refactoring Adresse,Asma Ayari,5d0a4409307c2e0bc4038d00
Xray Test,AWA-12943,72956,Challenge Network - Test scenarios validation,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,03/Mar/26 12:41 PM,équipe support et maintenance,,,,,,,,,,,,9000,9000,,9000,9000,,,,{},,,,2h,,,,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Bug,AWA-12934,72882,[Address Refactoring][Odyssey][Facture][Export pour transporteur]La rubrique n’existe pas.,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Terminé,03/Mar/26 11:38 AM,équipe support et maintenance,🔴 Critique,,,5,5,,,,,,,3600,3600,,3600,3600,03/Mar/26 2:28 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-03T13:32:36.150+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-12932,72807,[TC][Refactoring Adresse][odyssey] [Facture]Export des quantités produits ,,,Validation En Cours,03/Mar/26 8:53 AM,équipe support et maintenance,,,,,,,,,,,,,,,,,,,,{},,,,,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-12931,72806,[TC][Refactoring Adresse][odyssey] [Facture]Export transporteur,,,Validation En Cours,03/Mar/26 8:51 AM,équipe support et maintenance,,,,,,,,,,,,3600,3600,,3600,3600,,,,{},,,,,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-12930,72805,[Address Refactoring][Odyssey] Depot,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,03/Mar/26 8:50 AM,équipe support et maintenance,,,,,,,,,,,,14400,14400,,14400,14400,,,,{},,,,210,,,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Bug,AWA-12929,72800,[Address Refactoring][Odyssey] Erreur 500 lors du changement du pays d’exercice,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,03/Mar/26 8:32 AM,équipe support et maintenance,🔴 Critique,,,15,5,,,,,,,5400,5400,,5400,5400,03/Mar/26 10:44 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-03T13:32:51.699+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,45,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Sub-task,AWA-12928,72799,Super Recruitment Challenge – Adaptation to New Address Architecture,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Mar/26 8:27 AM,équipe support et maintenance,,,,0,,,,,,,,1800,1800,,1800,1800,03/Mar/26 8:32 AM,,,{},,,,0,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Sub-task,AWA-12927,72797,Challenge Calculation – Address Architecture Compatibility,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Mar/26 8:27 AM,équipe support et maintenance,,,,0,,,,,,,,1800,1800,,1800,1800,03/Mar/26 8:32 AM,,,{},,,,0,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Sub-task,AWA-12926,72795,Bonus Module – Adaptation to New Address Structure,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Mar/26 8:26 AM,équipe support et maintenance,,,,0,,,,,,,,1800,1800,,1800,1800,03/Mar/26 8:31 AM,,,{},,,,0,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Improvement,AWA-12925,72694,[Refactoring Address] Mise en place d’un ordre alphabétique pour la liste des villes et gouvernorats,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,03/Mar/26 12:11 AM,équipe support et maintenance,,,,10,,,,,,,,7200,7200,10,7200,7200,04/Mar/26 12:39 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-04T10:55:26.772+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,100,,,Refactoring Adresse,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Support,AWA-12922,72577,[DZ] : Action AC Boost 25% Algérie du 09 au 14 Mars 2026,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,Déployé,02/Mar/26 1:35 PM,équipe support et maintenance,,,10,10,,,,,,,,1200,1200,0,1200,1200,04/Mar/26 8:15 AM,,,{},,,,10,,,,Habib Dhahak,602996a97b23f40068416aa1
Task,AWA-12921,72576,Adapter fozeLines au système Layer/LayerValue,Wael Dghaies,6149e14a72728e006f96a35e,Terminé,02/Mar/26 1:18 PM,équipe support et maintenance,,,,3,,,,,,,,5400,5400,,5400,5400,02/Mar/26 1:41 PM,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-02T13:39:12.805+0100"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,,Wael Dghaies,6149e14a72728e006f96a35e
Sub-task,AWA-12920,72575,Suppression code inutile,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,02/Mar/26 1:09 PM,équipe support et maintenance,,,,5,,,,,,,,3600,3600,,3600,3600,12/Mar/26 1:02 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-03-04T08:44:39.314+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,0,,,,Asma Ayari,5d0a4409307c2e0bc4038d00
Bug,AWA-12914,72534,[Address Refactoring][Odyssey][Geography][Zone] country name not shwing correctly when adding a new zone,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,02/Mar/26 11:40 AM,équipe support et maintenance,🟡 Medium,,,5m,,,,,,,,600,600,,600,600,02/Mar/26 2:11 PM,,,{},,,,10m,,,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Xray Test,AWA-12910,72530,[Address Refactoring][Odyssey] Zone,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,02/Mar/26 11:22 AM,équipe support et maintenance,,,,,,,,,,,,14400,14400,,14400,14400,,,,{},,,,225,,,,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e
Bug,AWA-12908,72528,Comptabilisation facture : succès affiché mais aucune modification en base (strict type comparison),Wael Dghaies,6149e14a72728e006f96a35e,Terminé,02/Mar/26 10:58 AM,équipe support et maintenance,🔴 Critique,,,5,,,,,,,,1800,1800,,1800,1800,03/Mar/26 8:39 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-03-03T09:18:26.925+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,90,,,Refactoring Adresse,Wael Dghaies,6149e14a72728e006f96a35e
Bug,AWA-12907,72527, [Address Refactoring][Odyssey] Gouvernorat “International” affiché pour la Tunisie,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,02/Mar/26 10:41 AM,équipe support et maintenance,🟡 Medium,,,15,5,,,,,,,5400,5400,,5400,5400,03/Mar/26 10:43 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-02T13:41:33.273+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,,,Refactoring Adresse,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
